0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1.0,-29.5,-2.125,0.48925,0.5115,0.49625,1.0,-30.25,-2.75,0.4855,0.511,0.49575,0.625,-29.75,-2.375,0.4825,0.50975,0.496,0.625,-30.0,-2.125,0.47975,0.509,0.496
0.875,-28.5,-9.5,0.5185,0.49325,0.495,1.625,-28.5,-10.0,0.51775,0.49225,0.4955,1.0,-28.5,-10.25,0.51675,0.49175,0.49525,1.0,-28.5,-9.125,0.51575,0.49125,0.49525
8.5,-26.5,-12.375,0.50025,0.502,0.49675,8.875,-27.25,-12.125,0.50075,0.50225,0.49625,8.625,-26.625,-12.125,0.501,0.50225,0.496,8.625,-26.625,-12.5,0.50175,0.50225,0.49575
-1.25,-29.125,-0.75,0.499,0.444,0.514,-1.375,-28.5,-0.875,0.499,0.44125,0.51275,-1.5,-28.375,-0.75,0.4985,0.43875,0.5125,-2.0,-28.25,-1.5,0.49725,0.43575,0.513
5.125,-36.625,-2.125,0.48975,0.20875,0.35375,4.75,-34.125,-1.625,0.511,0.2095,0.36675,4.25,-33.375,-2.125,0.52975,0.2085,0.37775,3.375,-31.625,-1.25,0.54625,0.20375,0.386
5.0,-31.125,0.625,0.40125,0.38625,0.4965,4.625,-31.875,0.375,0.39775,0.39,0.49425,3.875,-32.375,0.625,0.395,0.3935,0.492,3.5,-32.5,0.75,0.39325,0.397,0.48925
-2.125,-27.0,-1.875,0.42775,0.327,0.5145,-1.5,-26.625,-1.5,0.4265,0.33,0.513,-0.5,-26.625,-1.0,0.42325,0.3335,0.5115,0.5,-26.5,-0.875,0.41825,0.33675,0.51
-0.375,-12.875,28.0,0.5305,0.50325,0.49775,-0.5,-13.0,28.25,0.53,0.50325,0.498,-0.375,-13.25,28.375,0.5295,0.5035,0.498,-0.125,-13.0,28.375,0.52925,0.50375,0.49775
1.375,-28.625,-10.125,0.51825,0.495,0.493,1.0,-28.625,-10.0,0.519,0.49525,0.49275,0.875,-28.125,-9.75,0.519,0.495,0.49325,0.875,-28.375,-9.75,0.519,0.49475,0.4935
2.625,-29.625,-5.125,0.5375,0.5235,0.493,2.25,-29.625,-5.5,0.5345,0.52225,0.495,2.25,-30.125,-5.5,0.531,0.521,0.49675,1.875,-30.125,-5.5,0.527,0.52025,0.499
-0.25,-12.875,28.125,0.52325,0.50775,0.49875,-0.25,-12.875,28.625,0.52375,0.50775,0.4985,0.0,-13.0,28.25,0.52475,0.50775,0.49825,-0.375,-12.75,28.375,0.52525,0.50725,0.4975
0.75,-30.375,-2.375,0.51175,0.50275,0.4975,0.625,-30.125,-3.0,0.512,0.50225,0.497,0.625,-30.25,-2.25,0.51225,0.50225,0.49675,1.0,-30.625,-2.75,0.512,0.50225,0.49675
0.5,-30.375,0.875,0.49025,0.4635,0.4985,0.625,-30.75,0.875,0.4905,0.46075,0.49875,0.25,-30.875,1.0,0.4905,0.4585,0.499,-0.5,-30.75,0.5,0.49075,0.4565,0.50025
-4.0,-26.375,-4.375,0.45425,0.404,0.497,-4.25,-27.25,-3.875,0.43975,0.39825,0.50125,-4.375,-27.625,-4.25,0.42675,0.39225,0.50475,-3.75,-28.125,-4.75,0.41625,0.38725,0.50575
1.0,-28.25,-10.625,0.52,0.488,0.49225,1.125,-28.5,-10.625,0.52,0.48825,0.49175,0.875,-28.5,-10.375,0.52,0.48875,0.49175,0.75,-28.5,-10.25,0.5195,0.48975,0.492
1.375,-29.125,-9.875,0.50875,0.501,0.498,1.0,-28.625,-10.0,0.509,0.501,0.49825,1.0,-28.625,-9.375,0.50875,0.50125,0.4985,1.375,-28.625,-10.125,0.50925,0.50125,0.49825
1.125,-33.625,0.625,0.402,0.4,0.46975,-0.75,-33.125,0.875,0.40675,0.39725,0.4655,-1.125,-33.25,1.0,0.41125,0.3935,0.46175,-1.5,-33.125,1.125,0.4155,0.388,0.4585
1.125,-30.5,-2.875,0.501,0.50175,0.49675,0.5,-30.0,-2.875,0.50025,0.5025,0.49675,0.75,-30.125,-3.125,0.499,0.50375,0.4965,1.125,-30.625,-3.125,0.49825,0.505,0.49625
1.125,-28.875,-9.75,0.5095,0.5015,0.49825,0.875,-28.625,-10.125,0.51,0.5015,0.49825,1.0,-29.0,-9.75,0.51025,0.501,0.4985,0.875,-28.75,-9.875,0.51025,0.501,0.49825
0.0,-12.25,28.25,0.533,0.50575,0.499,0.25,-12.375,28.25,0.532,0.50575,0.49925,-0.25,-12.0,28.125,0.53075,0.50625,0.49875,-0.5,-12.0,28.125,0.52925,0.5065,0.499
8.5,-26.25,-12.5,0.506,0.50175,0.498,8.5,-26.625,-12.75,0.50525,0.502,0.49775,8.25,-26.625,-12.5,0.50475,0.50125,0.49775,8.125,-26.625,-12.125,0.5045,0.501,0.49775
0.0,-12.125,28.375,0.53375,0.5065,0.499,-0.125,-12.25,28.125,0.534,0.50625,0.49925,-0.125,-12.75,28.125,0.53375,0.506,0.49925,-0.25,-12.0,28.375,0.53375,0.50575,0.49875
-0.625,-30.375,0.375,0.49225,0.4535,0.501,-1.375,-30.125,0.25,0.493,0.4495,0.5025,-1.25,-30.125,-0.75,0.49275,0.444,0.50375,-1.875,-29.75,-0.875,0.491,0.438,0.50625
1.5,-30.25,-0.125,0.5155,0.49175,0.4965,1.625,-30.5,-0.125,0.515,0.49175,0.49675,1.5,-29.875,-0.25,0.51425,0.492,0.49675,1.75,-30.375,0.625,0.5135,0.4925,0.49675
-5.0,-31.875,2.125,0.4445,0.34075,0.44825,-5.5,-31.625,2.375,0.45175,0.3295,0.44775,-6.75,-31.125,2.0,0.45775,0.3185,0.44775,-6.0,-31.375,2.5,0.462,0.30825,0.4475
0.875,-29.75,-2.875,0.509,0.5025,0.49675,1.0,-30.125,-2.375,0.50725,0.502,0.49675,1.0,-30.25,-2.5,0.506,0.502,0.49675,1.125,-30.125,-3.125,0.50475,0.50125,0.497
-0.625,-12.125,28.625,0.5155,0.50325,0.49775,-0.625,-12.125,28.5,0.5155,0.50325,0.49775,-0.5,-12.0,28.625,0.51475,0.503,0.4975,-0.25,-11.75,29.125,0.51425,0.50325,0.4975
4.875,-26.375,-22.375,0.26,0.2175,0.44975,6.0,-27.625,-22.0,0.24,0.22975,0.45725,6.625,-29.5,-21.0,0.2345,0.24125,0.4665,5.5,-31.75,-19.75,0.247,0.25425,0.47525
-5.0,-29.625,-1.0,0.471,0.37425,0.5345,-4.875,-30.0,-1.25,0.469,0.36575,0.537,-4.625,-29.5,-1.0,0.467,0.3595,0.53975,-4.375,-29.125,-0.25,0.465,0.35525,0.5425
0.5,-30.25,-1.25,0.5085,0.45025,0.517,-0.125,-30.25,-1.375,0.50425,0.44875,0.51625,0.125,-29.875,-0.875,0.5015,0.448,0.51525,-0.625,-29.25,-1.125,0.49975,0.446,0.51475
1.125,-30.75,1.0,0.511,0.50075,0.495,2.0,-30.25,0.875,0.51125,0.50075,0.49525,1.75,-30.5,0.5,0.51125,0.50075,0.495,1.5,-30.25,0.5,0.51125,0.50075,0.49475
-5.25,-30.125,2.125,0.45625,0.20525,0.43775,-5.0,-30.375,1.75,0.4565,0.19525,0.43625,-4.875,-30.125,1.125,0.45575,0.1865,0.435,-4.875,-29.875,0.5,0.453,0.17825,0.434
0.75,-29.875,-6.0,0.504,0.513,0.498,1.0,-30.0,-5.25,0.504,0.5125,0.4965,0.75,-30.25,-5.25,0.504,0.512,0.49625,1.125,-30.25,-5.25,0.504,0.512,0.49475
1.25,-28.5,-9.75,0.50925,0.49975,0.49825,0.75,-28.625,-9.75,0.50925,0.49975,0.49825,0.875,-29.0,-10.375,0.50975,0.50025,0.49775,1.375,-29.125,-9.875,0.51,0.50025,0.49775
-0.375,-13.0,28.375,0.52275,0.50875,0.49925,-0.5,-12.5,28.5,0.52225,0.50875,0.4995,-0.375,-13.0,28.5,0.52225,0.509,0.49875,-0.125,-13.0,28.5,0.52225,0.509,0.49875
0.875,-30.0,-3.0,0.5135,0.50225,0.497,1.0,-30.375,-2.75,0.51275,0.502,0.49675,0.75,-30.375,-2.625,0.51175,0.502,0.497,0.5,-30.875,-3.25,0.511,0.502,0.4975
-0.375,-12.125,28.625,0.5095,0.5065,0.49775,-0.375,-12.25,29.25,0.51025,0.5065,0.497,-0.875,-12.125,28.75,0.51075,0.5065,0.4975,-0.625,-12.25,28.625,0.51125,0.5065,0.49775
-0.25,-12.375,28.75,0.51325,0.50275,0.4975,-1.25,-11.625,28.625,0.5125,0.50325,0.49725,-1.0,-11.875,28.5,0.51175,0.503,0.49725,-0.75,-12.0,28.875,0.51125,0.50325,0.497
1.25,-29.625,-4.5,0.51725,0.51075,0.49675,1.625,-29.875,-4.625,0.519,0.50825,0.49775,8.625,-26.625,-11.875,0.501,0.502,0.4965,8.5,-27.25,-12.375,0.5005,0.5015,0.49625
10.125,-32.125,-3.25,0.48075,0.20925,0.5005,9.375,-32.625,-3.0,0.505,0.188,0.49925,8.375,-33.25,-4.5,0.51175,0.1755,0.494,6.0,-34.5,-6.625,0.498,0.1715,0.4915
0.75,-30.25,-2.75,0.50925,0.502,0.497,1.0,-30.5,-2.75,0.50875,0.502,0.497,0.5,-30.75,-2.625,0.5085,0.5025,0.49625,1.125,-30.375,-2.875,0.50825,0.503,0.496
0.625,-30.625,-2.625,0.5085,0.50275,0.49575,0.625,-30.5,-2.625,0.509,0.5035,0.49575,1.0,-30.25,-2.875,0.5095,0.50325,0.49575,0.625,-29.875,-3.25,0.5105,0.504,0.4955
-0.25,-12.25,28.25,0.52075,0.506,0.498,0.125,-12.875,28.625,0.521,0.506,0.49825,-1.0,-12.125,28.625,0.52175,0.50575,0.498,-0.625,-12.25,28.625,0.52225,0.50625,0.49825
0.75,-29.75,-2.25,0.47325,0.5065,0.496,0.625,-30.25,-2.125,0.47375,0.50625,0.49525,0.625,-30.5,-2.375,0.474,0.5065,0.495,0.625,-30.0,-2.875,0.47325,0.5065,0.4945
-0.25,-13.125,28.25,0.5305,0.5055,0.49725,0.0,-13.0,28.0,0.531,0.5045,0.49725,-1.0,-13.0,28.25,0.53075,0.504,0.49725,-0.125,-13.25,27.75,0.5305,0.50375,0.4975
0.5,-30.125,-2.125,0.51225,0.5045,0.49675,0.875,-30.375,-2.75,0.512,0.5035,0.497,1.125,-31.0,-2.625,0.5115,0.50375,0.497,0.875,-30.375,-3.125,0.511,0.5035,0.49725
1.0,-30.5,-2.5,0.514,0.504,0.49725,1.25,-30.5,-2.0,0.514,0.504,0.4975,1.0,-30.375,-2.625,0.514,0.50375,0.49725,0.875,-30.25,-2.625,0.514,0.5035,0.49725
1.125,-30.375,-5.875,0.5215,0.5165,0.50425,1.125,-30.75,-6.0,0.52225,0.51625,0.50425,1.25,-30.375,-6.0,0.52275,0.5165,0.50375,1.375,-30.625,-5.75,0.522,0.51675,0.5045
1.375,-30.25,0.125,0.51375,0.4915,0.4975,1.25,-30.875,-0.5,0.51425,0.491,0.49875,1.125,-30.75,0.125,0.51425,0.49025,0.49925,0.75,-30.875,-0.125,0.515,0.49025,0.5
0.625,-30.375,-2.5,0.51175,0.50225,0.49675,0.75,-30.125,-2.25,0.5115,0.50225,0.497,0.75,-30.25,-2.625,0.5115,0.50225,0.497,0.75,-30.25,-1.875,0.5115,0.5025,0.4975
-3.375,-28.75,1.625,0.5065,0.38125,0.4705,-4.5,-28.625,1.25,0.505,0.37525,0.46625,-5.875,-28.125,1.125,0.5045,0.369,0.46275,-6.625,-28.0,1.5,0.50575,0.36275,0.45925
1.5,-43.375,-7.125,0.40575,0.21125,0.33725,2.875,-41.875,-5.625,0.42525,0.20975,0.3315,4.25,-39.75,-4.5,0.4465,0.208,0.3335,4.625,-38.25,-2.75,0.46825,0.208,0.34125
-6.0,-30.625,2.5,0.4635,0.29775,0.447,-6.0,-30.375,2.25,0.46375,0.287,0.44675,-5.875,-30.25,2.625,0.46225,0.27525,0.44625,-5.375,-30.125,2.125,0.4605,0.264,0.44525
0.5,-28.5,-9.75,0.5105,0.4995,0.4985,0.625,-28.25,-10.0,0.5085,0.49925,0.49875,1.0,-28.75,-9.875,0.50825,0.4995,0.499,0.75,-28.625,-9.875,0.50875,0.4995,0.49875
1.125,-31.125,1.0,0.463,0.329,0.54175,1.875,-31.5,1.0,0.464,0.331,0.53875,2.625,-31.25,1.375,0.46325,0.3335,0.53675,3.125,-31.75,2.375,0.462,0.33825,0.53375
0.75,-28.5,-10.375,0.51625,0.492,0.493,1.125,-28.875,-9.875,0.51675,0.49225,0.4925,1.0,-28.75,-10.125,0.51675,0.49275,0.49275,0.75,-28.5,-10.375,0.517,0.493,0.4925
-0.625,-25.25,-5.0,0.52075,0.40925,0.48175,-1.625,-25.75,-5.25,0.50475,0.40975,0.48425,-2.875,-25.125,-4.375,0.488,0.40975,0.488,-3.75,-25.875,-5.125,0.471,0.40775,0.49275
0.875,-30.375,-2.625,0.49825,0.50675,0.496,1.125,-30.5,-3.125,0.49825,0.50875,0.496,1.0,-30.25,-3.25,0.4985,0.51,0.496,1.25,-30.375,-3.125,0.49825,0.511,0.496
0.875,-28.625,-9.75,0.50925,0.5025,0.49725,1.0,-29.0,-10.25,0.5095,0.5025,0.497,1.25,-29.0,-10.125,0.51,0.5025,0.49725,1.125,-28.5,-10.25,0.5105,0.50225,0.4975
3.75,-29.0,-1.5,0.45825,0.288,0.45275,4.125,-29.25,-1.75,0.45625,0.28925,0.45525,3.25,-29.25,-1.875,0.4545,0.28975,0.4575,3.5,-29.625,-1.375,0.45425,0.29,0.461
1.125,-29.125,-5.5,0.50975,0.516,0.50225,1.125,-29.625,-5.75,0.508,0.5155,0.501,1.125,-29.75,-6.0,0.5065,0.515,0.50075,1.875,-30.375,-4.75,0.505,0.51425,0.4995
4.875,-32.875,-16.0,0.27975,0.26675,0.482,5.375,-32.625,-11.875,0.33,0.2715,0.488,6.75,-32.125,-8.125,0.38775,0.26075,0.49275,8.875,-32.375,-5.5,0.44075,0.2365,0.49825
0.0,-13.625,27.375,0.52475,0.506,0.498,-0.625,-13.75,27.5,0.527,0.50575,0.498,0.125,-13.75,27.875,0.5295,0.5055,0.49825,-0.25,-14.0,27.125,0.532,0.50525,0.49825
8.375,-26.25,-12.875,0.50175,0.50225,0.496,8.25,-26.5,-12.5,0.502,0.50225,0.49625,8.375,-26.75,-13.0,0.502,0.5025,0.49625,8.125,-26.625,-12.625,0.502,0.50275,0.496
0.875,-30.625,-2.5,0.5105,0.503,0.49675,1.25,-30.125,-2.5,0.5105,0.50275,0.49675,0.75,-30.625,-2.5,0.5105,0.50275,0.497,1.25,-30.875,-2.125,0.51125,0.50225,0.497
-0.5,-12.5,28.5,0.5255,0.507,0.49825,-0.625,-12.5,27.875,0.526,0.5065,0.49775,-0.625,-12.875,28.875,0.52675,0.5065,0.498,-0.25,-12.125,28.375,0.52675,0.5065,0.49825
1.125,-28.625,-9.875,0.5125,0.50075,0.49725,1.125,-28.75,-10.125,0.51225,0.50125,0.497,1.25,-28.375,-10.375,0.51175,0.50125,0.4975,1.25,-28.625,-9.5,0.511,0.5015,0.4975
0.625,-31.0,-2.5,0.511,0.50225,0.49725,1.0,-30.625,-2.0,0.511,0.50225,0.4975,1.0,-30.625,-2.25,0.51075,0.50225,0.4975,0.875,-30.5,-2.25,0.5105,0.50225,0.4975
3.75,-36.875,-8.625,0.46925,0.17175,0.4855,1.125,-39.375,-12.0,0.43325,0.17425,0.4755,-0.375,-42.625,-13.125,0.4005,0.17875,0.4605,-0.75,-44.875,-13.25,0.378,0.1825,0.4415
1.125,-29.0,-10.0,0.508,0.50275,0.4985,0.875,-28.75,-9.75,0.50775,0.503,0.4985,0.875,-28.25,-10.0,0.51975,0.48675,0.4925,0.75,-28.5,-9.75,0.52,0.48725,0.4925
0.0,-13.0,28.125,0.52925,0.50625,0.49875,-0.5,-13.0,28.0,0.52975,0.50675,0.499,-0.25,-12.75,27.5,0.53025,0.5075,0.4995,-0.375,-12.75,28.0,0.53075,0.5075,0.4995
1.25,-28.875,-10.0,0.5105,0.501,0.4985,1.125,-28.625,-10.375,0.511,0.5005,0.4985,1.25,-28.875,-9.875,0.511,0.50025,0.49875,0.875,-28.625,-9.75,0.51125,0.50025,0.49875
-0.25,-13.375,28.125,0.53375,0.50525,0.498,-0.375,-13.125,27.625,0.535,0.50525,0.49775,0.0,-13.5,28.125,0.53575,0.506,0.49825,-0.5,-13.375,27.625,0.5355,0.506,0.49825
-1.25,-46.25,-13.375,0.3685,0.186,0.4185,-1.125,-47.375,-12.75,0.36975,0.19175,0.394,0.0,-47.25,-11.5,0.37775,0.20025,0.3705,0.875,-45.75,-9.0,0.3895,0.20775,0.35075
-0.625,-12.125,28.25,0.5085,0.50325,0.49775,-1.0,-12.0,29.25,0.509,0.5035,0.49775,-0.625,-12.0,29.0,0.50975,0.50325,0.49775,-1.375,-12.0,29.25,0.51,0.503,0.49725
